ชื่อวัด
วัดโพทะเล
วัดทุ่งทอง
วัดบึงลี
วัดโพธิ์ไทรงาม
วัดวังกระสูบ
วัดขวาง
วัดพร้าว
วัดสุวรรณรังษี
วัดดงเสือเหลือง
วัดทุ่งนาดี
วัดทุ่งประพาส
วัดเนินพยอม
วัดหนองขานาง
วัดห้วยคำตาล
วัดห้วยน้อย
วัดห้วยน้ำซึม
วัดเนินสว่าง
วัดเนินสาลิกา
วัดบึงกอก
วัดมาบมะไฟ
วัดมาบสว่างสามัคคี
วัดสระมณี
วัดหนองขำ
วัดหนองสะแก
วัดบ้านซ่อง
วัดไผ่ท่าโพใต้
วัดลำนัง
วัดวังท่าโพ
วัดใหม่โพธิ์ศรี
วัดไผ่รอบ
วัดม่วงเฒ่า
วัดโรงวัว
วัดสระประทุม
วัดหนองไม้แดง
วัดหนองหลวง
วัดหนองหัวปลวก
วัดท่าบัวทอง
วัดท่าพุดซา
วัดบึงโพธิ์
วัดโพธิ์ประทับช้าง
วัดหนองต้นไทร
วัดท่าตำหนัก
วัดดานน้อย
วัดย่านยาว
วัดราษฎร์บูรณะ
วัดวังจิก
วัดวังเทโพ
วัดคลองคะเชนทร์
วัดคลองโนน
วัดดงชะพลู
วัดถ้ำชาละวัน
วัดมูลเหล็ก
วัดโปร่งราษฎร์
วัดหนองจั่ว
วัดหนองต้นพลวง
วัดหนองสาหร่าย
วัดฆะมัง
วัดบางเพียรวิลัยรัตน์
วัดเปี่ยมเจริญราษฎร์
วัดสามขา
วัดเขารูปช้าง
วัดดงกลาง
วัดดงป่าคำ
วัดมงคลเขต
วัดวังหูทิพย์
วัดใหม่คำวัน
วัดอู่ตะเภา
วัดท่าคล้อ
วัดหนองตะเคียน
วัดคลองคู้
วัดบึงตะโกน
วัดท่าฬ่อ
วัดวังมะเดื่อ
วัดวังกลม
วัดหนองไผ่
วัดราชช้างขวัญ
วัดวิจิตราราม
วัดเนินสมอ
วัดป่ามะคาบ
วัดโพธิ์งาม
วัดยางคอยเกลือ
วัดสระสาลี
วัดหนองถ้ำ
วัดแหลมยาง
วัดดาน
วัดขนุน
วัดเขื่อน
วัดท่าข่อย
วัดนครชุม
วัดประทม
วัดสมาบาป
วัดโนนห้วยปัต
วัดวังกระดี่ทอง
วัดหงษ์
วัดหาดมูลกระบือ
วัดคลองโพธิ์
วัดโรงช้าง
วัดท่าพิกุล
วัดปากดง
วัดดงสว่าง
วัดสายคำโห้
วัดเขาพระ
วัดน้ำโจนเหนือ
วัดเนินยาว
วัดลำชะล่า
วัดศรีมงคล
วัดหนองนาดำ
วัดหัวดง
วัดกรดงาม
วัดดงยางผาสุการาม
วัดนิคมสามัคคีธรรม
วัดบ้านนา
วัดบ้านบึงบัว
วัดบึงบัว
วัดยางโทนวนาราม
วัดสุนทรเกษตราราม
วัดหนองขาว
วัดหนองหูช้าง
วัดหลังถนนประชาสรรค์
วัดหล่ายหนองหมี
วัดมาบฝางเจริญสุข
วัดยางตะพาย
วัดดงยางสามัคคีธรรม
วัดวังโมกข์
วัดสระบรเพ็ด
วัดหนองริ้น
วัดหนองหญ้าปล้อง
วัดกลางวงศ์มณี
วัดเจริญสุขาราม
วัดต้นประดู่
วัดโนนทอง
วัดโนนป่าแดง
วัดยางนกกระทุง
วัดวังตะขบ
วัดสุขเกษมสว่างอารมณ์
วัดหนองหลุม
วัดเขตมงคล
วัดเขาเขต
วัดตากแดด
วัดทุ่งโม่ง
วัดเนินหัวโล้
วัดบุ่งมะกรูด
วัดวังทรายพูน
วัดวังแสง
วัดหนองยาง
วัดคลองน้อย
วัดหนองปล้อง
วัดคลองสะแก
วัดท่ากระดาน
วัดป่าหวาย
วัดวังทับไทร
วัดหนองปลาไหล
วัดใหม่สุขสวรรค์
วัดเขาขมิ้น
วัดเขาพนมพา
วัดดงพลับ
วัดใดน้ำขุ่น
วัดไตรยางศ์วนาราม
วัดบ่อแต้
วัดศรีศรัทธาราม
วัดหนองพระ
วัดหนองโพธิ์
วัดป่าเขาน้อย
วัดกำแพงดิน
วัดวังปลาทู
วัดเนินปอ
วัดเนินพลวง
วัดบึงตะคต
วัดมาบแฟบ
วัดยางห้าหลุม
วัดวังกระทึง
วัดสระยายชี
วัดกระทุ่มน้ำเดือด
วัดจระเข้ผอม
วัดบ้านใหม่คงคาราม
วัดรังนก
วัดหนองน้ำเขียว
วัดเทพสิทธิการาม
วัดรายชะโด
วัดสามง่าม
วัดใหม่ราษฎร์บำรุง
วัดคลองเจริญ
วัดบึงเฒ่า
วัดป่าแซง
วัดป่าพรหมวิหาร
วัดไผ่ใหญ่
วัดมาบกระเปา
วัดหนองจิก
วัดหนองโสน
