ชื่อวัด
วัดบึงเขาหลวง
วัดโพธิ์ศรีบ้านไผ่
วัดดงยาง
วัดทุ่งสว่าง
วัดนามน
วัดโนนโพธิ์
วัดบ้านท่าลาด
วัดบ้านพับ
วัดบ้านเอ้
วัดป่าจันทราวาส
วัดป่าบ้านโนนเก่า
วัดยางน้อย
วัดศรีจุมพลโนนใหญ่
วัดกวางคำ
วัดกุดกะเสียน
วัดเขื่องกลาง
วัดเขื่องใน
วัดจานเขื่อง
วัดดูน
วัดกุดผักตบ
วัดแก้งโพธิ์
วัดนาโพธิ์
วัดบ้านกลาง
วัดป่าโนนสูงสุปัฎนาราม
วัดเป้าหัวทุ่ง
วัดส้มป่อย
วัดหนองขุ่น
วัดทุ่งศรีวิไล
วัดธาตุสวนตาล
วัดบ้านท่าศาลา
วัดบ้านหวาง
วัดศรีนวลสว่างอารมณ์
วัดหนองโน
วัดหนองฮี
วัดแดงหม้อ
วัดบ้านทุ่ง
วัดบ้านบุตร
วัดป่าดงใหญ่
วัดท่าค้อ
วัดท่าไห
วัดโนนจาน
วัดสว่างสายชล
วัดคำไฮ
วัดดินดำ
วัดธาตุน้อย
วัดบ้านทัน
วัดนาคำใหญ่
วัดป่าข่า
วัดแสงน้อย
วัดนาซาว
วัดโนนรัง
วัดบ้านขวาว
วัดบ้านนาผาย
วัดนาแก้ว
วัดบ้านกอก
วัดป่าเรไรรัตนาราม
วัดทุ่งใหญ่
วัดโนนดู่
วัดบ้านไทย
วัดป่า
วัดโพนทราย
วัดหอไตร
วัดก่อน้อย
วัดคำสมอ
วัดใต้ยางขี้นก
วัดป่าหนองสองพี่น้อง
วัดผักแว่น
วัดโพนสิม
วัดเหนือยางขี้นก
วัดดู่น้อย
วัดทุ่งกว้าง
วัดนาศรีนวล
วัดบ้านเค็ง
วัดบ้านนาดี
วัดศรีสุข
วัดหนองกวาง
วัดหนองห้าง
วัดกุดตากล้า
วัดขามป้อม
วัดดอนเชียงโท
วัดปลาฝา
วัดรังแร้ง
วัดศรีบัว
วัดสร้างถ่อ
วัดหนองเซือมใต้
วัดหนองเซือมเหนือ
วัดหนองหล่ม
วัดธาตุกลาง
วัดธาตุเทิง
วัดธาตุลุ่ม
วัดโนนกอก
วัดคำหมี
วัดคูขาด
วัดโนนศรีวิไล
วัดป่าก่อ
วัดโพนเมือง
วัดหนองเหล่า
วัดท่าวารี
วัดบ้านแขม
วัดบ้านวังถ้ำ
วัดบ้านเสียม
วัดวังอ้อ
วัดหัวดอน
วัดหัวดูน
วัดป่าศิลาเลข
วัดป่าดงเสาธง
วัดป่าศรีสุข
วัดป่าพระเจ้าใหญ่ธาตุลุ่ม
วัดป่าหัวดอน
วัดป่าดงบ้านตาด
วัดป่าเก่าพระเจ้าใหญ่
วัดโขงเจียม
วัดถ้ำคูหาสวรรค์
วัดถ้ำเหวสินธุ์ชัย
วัดบุปผาวัน
วัดสว่างวารี
วัดห้วยสะคาม
วัดหัวเห่ว
วัดทุ่งนาเมือง
วัดบุญธิศาราม
วัดโพธาราม
วัดแสนสำราญ
วัดกุดเรือคำ
วัดดอนมณี
วัดสว่างคงคา
วัดสว่างดงเย็น
วัดสว่างหนองแสง
วัดถ้ำค้อธรรมาราม
วัดถ้ำป่อง
วัดเวฬุวัน
วัดสว่างท่ากุ่ม
วัดห้วยไผ่
วัดดงแถบ
วัดบรมคงคา
วัดป่าดงเย็น
วัดโพนแพง
วัดสว่างสมดี
วัดเหล่าเจริญ
วัดภูอานนท์
วัดป่าศรีแสงธรรม
วัดคำอ้อ
วัดคำไฮใหญ่
วัดสระสมิง
วัดแสงสว่าง
วัดหนองบก
วัดหนองแล้ง
วัดหนองหิน
วัดกุดกั่ว
วัดดงบังใต้
วัดดงบังเหนือ
วัดนอก
วัดบ้านแคน
วัดยางวังไฮ
วัดวังพระ
วัดแก่งตอย
วัดชลธาร
วัดท่าเมือง
วัดโนนสวาง
วัดบ้านโอด
วัดยางกระเดา
วัดกระบูน
วัดท่าลาด
วัดบ้านค้อ
วัดเหล่าแดง
วัดป่าเทพนิมิตร
วัดโนนคำกลาง
วัดโนนสวรรค์
วัดโนนสุขสันติ์
วัดโนนใหญ่
วัดบัวเทียม
วัดบ้านบก
วัดเม็กน้อย
วัดหมากมาย
วัดหลุบเลา
วัดกุดประทาย
วัดคำนาแซง
วัดดอนม่วย
วัดโนนกอย
วัดโนนขาม
วัดโนนเค็ง
วัดป่าคำนาแซง
วัดแสนสุข
วัดหนองคู
วัดหนองแวง
วัดอุดมสุข
วัดนาแก
วัดโนนสมบูรณ์
วัดบ้านแก้ง
วัดบ้านยาง
วัดบุ่งคล้า
วัดประหูต
วัดไฮตาก
วัดคำครั่ง
วัดดอนชี
วัดนาประดู่
วัดคำสำราญ
วัดโนนแก้ง
วัดโนนแสนสุข
วัดโพธิ์ไทร
วัดโพนดวน
วัดเสาเล้า
วัดศรีสองคอนรัตนาราม
วัดท่าโพธิ์ศรี
วัดโนนหลี่
วัดโพธิ์สง่า
วัดอีสาณสามัคคี
วัดป่าหนองขี้เห็นใหญ่
วัดไทยพัฒนา
วัดนากระแซง
วัดบ้านเตย
วัดหนองเงินฮ้อย
วัดหนองแต้
วัดหม้อทอง
วัดนาส่วงใต้
วัดนาส่วงเหนือ
วัดขนวน
วัดนาอุดม
วัดป่านาแก
วัดสวนสวรรค์
วัดจันทร์ทุมมาวาส
วัดนาเลิง
วัดโนนแฝกใหญ่
วัดบัวทอง
วัดราษฎร์สามัคคี
วัดหนองสนม
วัดป่าโมงใหญ่
วัดป่าหนองยาว
วัดอุดมพัฒนา
วัดกุดหวาย
วัดแขมเจริญ
วัดแจ้งสว่าง
วัดชัยอุดม
วัดเทพเกษม
วัดโนนทรัพย์
วัดโนนเปือย
วัดป่าไทรงาม
วัดภูกระแต
วัดเวตวันวิทยาราม
วัดเวียงเกษม
วัดศิริสารคุณ
วัดแสงเกษม
วัดหลวง
วัดท่าหลวง
วัดนาคำ
วัดโนนสนาม
วัดบ้านม่วง
วัดสวนฝ้าย
วัดหนองบัวหลวง
วัดป่าสุธรรมรังษี
วัดป่าพุทธญาณ
วัดศิริมงคล
วัดสังฆระเวกกุลสิงห์
วัดดอนเสาโฮง
วัดเมืองเดช
วัดหนองสำราญ
วัดราษฎร์ประดิษฐ์
วัดศรีสุมังคลาราม
วัดสุขาวาส
วัดการัญญาวาส
วัดจันทนที
วัดบ้านไผ่
วัดสว่างอารมย์
วัดไชยมงคล
วัดไชยรักษ์
วัดโนนกระโจม
วัดบุรีรัฐ
วัดมุจจลินทาราม
วัดราษฎร์สมดี
วัดศรีสุการาม
วัดสระ
วัดกึ่งพุทธกาล
วัดเกษมสำราญ
วัดนิคมเกษม
วัดพนานิวาส
วัดรุกขาวาส
วัดเวฬุวนาราม
วัดศรีดาวเรือง
วัดสิงหาญ
วัดสุนันทาวาส
วัดอุดมธัญญาหาร
วัดท่าบ่อแบง
วัดนาตาหมุด
วัดภูมิภาค
วัดศรีลำดวน
วัดสวนตาล
วัดสะอาด
วัดแสนสนุก
วัดอัมพวัน
วัดอุตตมผลาราม
วัดกุญชราราม
วัดพระบรมธาตุ
วัดโพนสูง
วัดศรีตระการ
วัดศรีโพธิ์ชัย
วัดสิทธิทนนชัย
วัดป่าหนองบัว
วัดศรีบูรพา
วัดศรีอุดร
วัดหัวสะพาน
วัดชุมแสง
วัดป่าศรีทองวนาราม
วัดเวินไชย
วัดสุขเกษม
วัดเอี่ยมวนาราม
วัดจอมศรี
วัดนาตาล
วัดปติฏฐาราม
วัดอภัยคีรี
วัดจิกสูง
วัดนรากุมภกาวาส
วัดป่าดอนบาก
วัดมณีจันทร์
วัดอันตรมัคคาราม
วัดจอมศรีมณีวรรณ
วัดสังฆนิวาส
วัดอำพาพล
วัดคำปะโอ
วัดไผ่ล้อม
วัดศรีตัสสาราม
วัดศรีสาราม
วัดหนองบัว
วัดคัมภีราวาส
วัดธชาวาส
วัดโนนฮาง
วัดพาราณสี
วัดราษฎร์อำนวย
วัดคำผักแว่น
วัดบ้านสมบูรณ์
วัดปัจฉิมมณีวัน
วัดศิริธรรมวนาราม
วัดสุวรรณาราม
วัดอโนดาษ
วัดอุทกวารี
วัดน้ำคำ
วัดร่องข่า
วัดร่องหมู
วัดศรีพลแพง
วัดศรีลาลัย
วัดมะลิวัลย์
วัดแสงอุทัย
วัดอุดมธัญญาวาส
วัดฉิมพลี
วัดปุญญานิวาส
วัดวนวาสี
วัดศรีไสยาวาส
วัดทุ่งศรี
วัดโพนไพร
วัดศรีชมภู
วัดศรีสุมังค์
วัดใหม่ศรีทอง
วัดธัมมปติฏฐาราม
วัดป่าเขืองน้อย
วัดเรืองบุญ
วัดชัยวนาราม
วัดดอนก่อ
วัดนาดอกไม้
วัดร่องสมบูรณ์
วัดอโศการาม
วัดจุฑามณี
วัดดงไม้งาม
วัดมูลผลาวาส
วัดวุฒิวาส
วัดสิทธิวราราม
วัดเสลาวาส
วัดสุวรรณาวาส
วัดป่าภูธรวนาราม
วัดคำหว้า
วัดนาทมใต้
วัดห้วยดู่
วัดค้อโคน
วัดจิกลุ่ม
วัดเชียงแก้ว
วัดดอนยูง
วัดบ้านดอนโด่
วัดปัจฉิมวาส
วัดแก่งกบ
วัดดอนตะลี
วัดดอนพันชาด
วัดดอนรังกา
วัดนาห้วยแคน
วัดโนนงาม
วัดม่วงโคน
วัดคำหนามแท่ง
วัดดอนขวาง
วัดดอนหวาย
วัดโนนจิก
วัดบ้านโนนยาง
วัดหนองเป็ด
วัดสำโรงใต้
วัดสำโรงใหญ่
วัดคำแคน
วัดหนองกุงน้อย
วัดหนองกุงใหญ่
วัดกุดเรือ
วัดซำงู
วัดโคกชำแระ
วัดทุ่งเทิง
วัดโนนจันทร์
วัดบัวเจริญ
วัดบ้านโนน
วัดหนองบัวอารีย์
วัดหนองยาว
วัดตาโท
วัดบ้านนาห่อม
วัดทองสวัสดิ์
วัดบ้านเบญจ
วัดหนองขี้เห็น
วัดหนองอ้ม
วัดอารีย์ประชาสรรค์
วัดแก้งขี้เหล็ก
วัดแก้งเรือง
วัดคำโทน
วัดโคกใหญ่
วัดดงขวาง
วัดท่าก่อ
วัดนาจะหลวย
วัดศรีพรหม
วัดกวางดีด
วัดโคกเทียม
วัดป่าก้าว
วัดแก้งกกไฮ
วัดคำอุดม
วัดโนนป่ารง
วัดปัจฉิม
วัดพรสวรรค์
วัดหนองบัวฮี
วัดคำบอน
วัดโคกน้อย
วัดดอนยาว
วัดโนนเจริญ
วัดโนนแดง
วัดบ้านตูม
วัดป่าแก้วบัวสาย
วัดแก้งขอ
วัดบ้านคุ้ม
วัดบ้านบุ่งคำ
วัดฝั่งเพ
วัดฝั่งเพใน
วัดแสนชะนี
วัดคำม่วง
วัดทับไฮ
วัดป่าไร่
วัดโพนแอวขัน
วัดโสกแสง
วัดห้วยชันเหนือ
วัดเก่าขาม
วัดคำกลาง
วัดหนองทัพ
วัดแข้ด่อน
วัดค้อ
วัดหนองโพด
วัดโซง
วัดตาโม
วัดน้ำยืน
วัดป่าตาโม
วัดเกษตรสมบูรณ์
วัดแก้งโตน
วัดบุเปือย
วัดป่าค้อเจริญธรรม
วัดเปือย
วัดโนนป่าเลา
วัดปลาขาว
วัดป่าจันทรังษี
วัดป่ายางกลาง
วัดยางกลาง
วัดคำสะอาด
วัดดงกระชู
วัดยางใหญ่
วัดสวายน้อย
วัดซำหวาย
วัดนาสามัคคี
วัดโนนทอง
วัดป่าหนองบัวพัฒนา
วัดวารีอุดม
วัดดงเมย
วัดสว่างวินัย
วัดห้วยทราย
วัดดอนตะโน
วัดโนนเกษม
วัดศรีเจริญ
วัดโนนนิวาส
วัดโนนหมากเดือย
วัดหนองยู
วัดหนองศิลา
วัดบัวงาม
วัดศรีสุนทร
วัดห้วยปอ
วัดอมรินทราราม
วัดเขมาราม
วัดคูหาสวรรค์
วัดเมตตาราม
วัดโกศลนิวาส
วัดโนนน้อย
วัดโนนศิลาราม
วัดป่าเตี้ย
วัดกรุงเจริญ
วัดจงเจริญ
วัดถ้ำเต่า
วัดโนนธรรม
วัดบ้านโนนจิก
วัดบูรพาราม
วัดศรีสุทธาวาส
วัดสมพรรัตนาราม
วัดส้มเสี้ยว
วัดหนองม่วง
วัดใหม่ทองเจริญ
วัดอุดมชาติ
วัดม่วงเจริญ
วัดแก้งสมบูรณ์
วัดธรรมิกาวาส
วัดบกมันแกว
วัดสุคันธาราม
วัดหนองแปก
วัดหนองเหนี่ยว
วัดป่าดงเมย
วัดบุณฑริการาม
วัดป่าพุทธอุทยานภูถ้ำพระ
วัดป่าฟรุ้งฟริ้งวราราม
วัดกุดชมภู
วัดแก่งเจริญทัศน์
วัดแก่งศิลา
วัดคำเม็ก
วัดโชคอำนวย
วัดผาสุการาม
วัดพุทธรักษา
วัดสระปทุมมาลัย
วัดห้วยกว้าง
วัดดอนใหญ่
วัดเทพนิมิต
วัดนาเจริญนอก
วัดป่าเทพบูรมย์
วัดม่วงงาม
วัดมุจลินทวราราม
วัดเลียบมงคล
วัดเลียบวิสัย
วัดศรีนวนลำดวน
วัดศิริวรรณ
วัดสว่างอัมพา
วัดอัมพามงคล
วัดกุดน้ำเที่ยง
วัดบ้านชาด
วัดศรีลาวิลัย
วัดสว่างอัมพวัน
วัดชุมพลรัตนาวัน
วัดป่าโพธิ์สุวรรณ
วัดมงคลไชยศรี
วัดศนีมงคล
วัดสว่างมงคล
วัดอรุณวดี
วัดศรีสำราญ
วัดศิลาไหล
วัดหนองมะเกลือ
วัดแก่งดูกใส
วัดบุปผาราม
วัดราชพฤกษ์
วัดดอนนาเยีย
วัดนาชุม
วัดหนองคูณ
วัดอ่างหินน้อย
วัดกลาง
วัดโพธิ์ตาก
วัดคำยาง
วัดเดื่อโดม
วัดถิ่นสำราญ
วัดท่าช้าง
วัดปากโดม
วัดวังแคน
วัดสร้างแก้วใต้
วัดสร้างแก้วเหนือ
วัดสะพานโดม
วัดค้อใต้
วัดป่าภาวนาสามัคคี
วัดโพธิ์ศรีใต้
วัดโพธิ์ศรีเหนือ
วัดสะพือใต้
วัดสะพือเหนือ
วัดหนองอุดม
วัดกิตติราชเจริญศรี
วัดป่าภูกระต่าย
วัดระเว
วัดวาลุการาม
วัดศรีคุณเมือง
วัดแก่งสว่าง
วัดแก่งอำนวย
วัดเจริญศรีสุข
วัดชมภูรัตนาราม
วัดโนนยานาง
วัดบัวขาว
วัดบัวแดง
วัดสว่างวงค์
วัดสามัคคีธรรม
วัดหนองกอก
วัดหนองสองห้อง
วัดแขมใต้
วัดแขมเหนือ
วัดป่าอ่างศิลา
วัดราษฏร์เจริญ
วัดศรีวิสุทธาราม
วัดแก่งเจริญสุข
วัดดอนธาตุ
วัดภูเขาแก้ว
วัดสระแก้ว
วัดป่าสนามชัย
วัดศรีนวล
วัดดุสิตาราม
วัดภูคำมณี
วัดสว่างวนาราม
วัดจันทร์หอม
วัดมัชฌิมาวาส
วัดสร้างสะแบง
วัดสิงห์ทอง
วัดสิงหาร
วัดโนนสวาสดิ์
วัดโนนสะอาด
วัดโปร่งเจริญ
วัดรมณีย์กุฏาราม
วัดสารภี
วัดเสนาสนาราม
วัดดอยมณี
วัดรัตนสามัคคี
วัดศรีไคลมังคลาราม
วัดอฏวีวนาราม
วัดดุมใหญ่
วัดบัวยาง
วัดฮ่องไผ่
วัดคำเกิ่ง
วัดนายูง
วัดน้ำคำแดงใต้
วัดน้ำคำแดงเหนือ
วัดน้ำคำน้อย
วัดโนนขวาว
วัดป่าน้ำคำเกิ่ง
วัดป่าหนองจิก
วัดผาสุก
วัดหนองเค็ม
วัดหนองซองแมว
วัดดอนส้มป่อย
วัดทุ่งมณี
วัดหนองผือ
วัดดอนแดง
วัดโนนรังใหญ่
วัดแสงไผ่
วัดหนองมะทอ
วัดเหล่าค้อ
วัดชักแล่น
วัดตำแย
วัดเทพา
วัดโนนค้อ
วัดป่าวิเวก
วัดม่วงสามสิบ
วัดหนองหัวลิง
วัดเหล่าข้าว
วัดน้ำอ้อม
วัดโนนรังน้อย
วัดโนนสีมา
วัดป่าโพธิศรี
วัดผักกะย่า
วัดยางโยภาพ
วัดศรีโพธิ์
วัดหนองผำ
วัดนาหนองล้ำ
วัดบ้านยางเทิง
วัดยางเครือ
วัดยางสักกระโพหลุ่ม
วัดหนองบัวแดง
วัดหนองไข่นก
วัดหนองยอ
วัดพระโรจน์
วัดไพบูลย์
วัดโภคการาม
วัดศรีจันทร์ธรรมาภาส
วัดศรีพิทยาคม
วัดศรีสุพนอาราม
วัดดอนสว่าง
วัดนาขาม
วัดบ้านคีห์
วัดสร้างมิ่ง
วัดสวนงัว
วัดหนองเมือง
วัดใหม่หนองเมือง
วัดทุ่งใต้
วัดบ้านดอนแดงใหญ่
วัดยางธาตุ
วัดเลียบ
วัดวังมน
วัดหนองดูน
วัดหนองไม้ตาย
วัดดอนประทาย
วัดนาดีนาฮ่อม
วัดหนองฮาง
วัดเหล่าบาก
วัดขมิ้น
วัดโนนชาติ
วัดยูงน้อย
วัดสงยาง
วัดหนองหลัก
วัดป่านาเลิง
วัดป่าบ้านผือ
วัดป่าเหล่าสูง
วัดบุญจิราธร
วัดป่าหนองไข่นก
วัดสุมังคลาราม
วัดกระโสบ
วัดนางิ้ว
วัดนาใต้
วัดบ่อหวาย
วัดบ้านดอน
วัดบ้านดอนนกชุม
วัดหมากมี่
วัดกุดลาด
วัดปากน้ำ
วัดผาแก้วน้อย
วัดผาแก้วใหญ่
วัดหนองมะนาว
วัดก้านเหลือง
วัดขามเทิง
วัดขามใหญ่
วัดดอนกลาง
วัดด้ามพร้า
วัดบ้านนาคำ
วัดบ้านหนองหว้า
วัดป่าแสงธรรม
วัดหนองปลาปาก
วัดหัวคำ
วัดนาไหทอง
วัดป่าประชาศรัทธาธรรม
วัดหนองตอแก้ว
วัดเกาะแก้วคูณดี
วัดคูเดื่อ
วัดท่ากกแห่
วัดป่าดงปอ
วัดป่าแสนอุดม
วัดหนองแก
วัดหนองแกใหม่
วัดหนองจาน
วัดหนองช้างทอง
วัดกุดคูณ
วัดแจ้ง
วัดทองนพคุณ
วัดท่าวังหิน
วัดทุ่งคำไผ่
วัดทุ่งศรีเมือง
วัดนาควาย
วัดปทุมมาลัย
วัดพลแพน
วัดมณีวนาราม
วัดศรีประดู่
วัดศรีแสงทอง
วัดสารพัดนึก
วัดมงคลโกวิทาราม
วัดข่าโคม
วัดปะอาวเหนือ
วัดเรียบปะอาวใต้
วัดหนองช้าง
วัดหนองมะแซว
วัดดอนบาก
วัดนามึน
วัดยางเทิง
วัดยางลุ่ม
วัดไร่น้อย
วัดนิคมกิตติยาราม
วัดโนนหงษ์ทอง
วัดปลาดุก
วัดทุ่งขุนใหญ่
วัดบ้านเชือก
วัดบูรพาพิสัย
วัดสิริจันโท
วัดหนองไหล
วัดหนองไฮ
วัดจานตะโนน
วัดดงบัง
วัดท่าสนามชัย
วัดโพนงาม
วัดมะเขือ
วัดสำลาก
วัดทุ่งหนองพอก
วัดสำราญ
วัดหนองควายน้อย
วัดหนองมุก
วัดหนองเม็ก
วัดหนองยาง
วัดหัวเรือ
วัดท่าศิลา
วัดหัวขัว
วัดเหล่าคำ
วัดเหล่าแค
วัดหนองเค็ง
วัดบ้านท่าบ่อ
วัดพระธาตุหนองบัว
วัดใต้พระเจ้าใหญ่องค์ตื้อ
วัดสุทัศนาราม
วัดสระประสานสุข
วัดป่าโพนพระ
วัดมงคลนอก
วัดเกษตรพัฒนา
วัดคำขวาง
วัดบ้านแค
วัดบ้านแต้
วัดบ้านแฮ
วัดป่าเกษตร
วัดอาศรมสันติวัน
วัดคำนางรวย
วัดช่างหม้อ
วัดศีรษะกระบือ
วัดโนนทราย
วัดบ้านถ่อน
วัดราษฏร์สำราญ
วัดหนองกินปลา
วัดเก่าน้อย
วัดจังกาจิตต์
วัดบ้านดอนกลาง
วัดบ้านบัว
วัดศรีประดู่วนาราม
วัดทุ่งเกษม
วัดศรีจันทราราม
วัดสมบูรณาราม
วัดสุเนตตาราม
วัดหนองป่าพง
วัดคอนสาย
วัดนาโหนนน้อย
วัดบ้านบะไห
วัดป่าหนองคู
วัดศิริวัฒนาราม
วัดดอนชาติ
วัดท่างอย
วัดทุ่งบอน
วัดโนนบอน
วัดบ้านวังยาง
วัดบุ่งหวาย
วัดป่านานาชาติ
วัดห่องชัน
วัดกุดปลาขาว
วัดกุดระงุม
วัดวังกางฮุง
วัดบ้งมั่ง
วัดโพธิ์ใหญ่
วัดสร้างขุนศรี
วัดสร้างเม็ก
วัดบ้านแมด
วัดมดง่าม
วัดศรีไค
วัดวรรณวารี
วัดวารินทราราม
วัดหาดสวนยา
วัดโคกเซบูรณ์สามัคคี
วัดดงเจริญ
วัดนาพิมาน
วัดหนองตาปู่
วัดสำโรง
วัดบ้านก่อนอก
วัดบ้านธาตุ
วัดบ้านไม้ค้าง
วัดศรีสง่าวนาราม
วัดใหม่ทองสว่าง
วัดกุดชุม
วัดขัวไม้แก่น
วัดคูสว่าง
วัดทางสาย
วัดปากกุดหวาย
วัดหนองกินเพล
วัดหนองกินเพลใต้
วัดน้ำเที่ยง
วัดป่าน้ำคำ
วัดป่าหนองเม็ก
วัดห้วยขะยุง
วัดบ้านโพธิ์มูล
วัดป่าเรไรยกาวาส
วัดสุภรัตนาราม
วัดป่ามงคล
วัดประชาพิทักษ์
วัดเสนาวงศ์
วัดสว่างพิมพ์ธรรม
วัดป่าพูนสิน
วัดนาโพธิ์น้อย
วัดแก่งจุการ
วัดคลองสำราญ
วัดดอนสุวรรณ์
วัดธรรมรังษี
วัดธาตุรังษี
วัดห้วยหมากน้อย
วัดแก้วมงคล
วัดแก้วรังษี
วัดดอนโปง
วัดโนนกุง
วัดป่าทุ่งบุญ
วัดศรีเมืองใหม่
วัดเที่ยงประดิษฐ์
วัดสุวรรณวงศาราม
วัดขวัญมงคล
วัดบ้านหนองหอย
วัดมิ่งมงคล
วัดสระปทุม
วัดบ้านสิม
วัดโป่งเป้า
วัดโชติการาม
วัดนาทอย
วัดราชวงศาราม
วัดสวนหินผานางคอย
วัดสว่างวงเจียม
วัดกุดวารี
วัดมงคลสวรรค์
วัดป่าวิเวกศรีเมืองใหม่
วัดภูหล่น
วัดคำสว่าง
วัดทรายโหง่น
วัดโนนสูงสุทธาวาส
วัดโนนหล่อง
วัดประชาสามัคคี
วัดสร้างแก้ว
วัดอาเลา
วัดแกนาคำ
วัดโคกก่อง
วัดบ้านผำ
วัดหนองจำนัก
วัดหนองจิก
วัดบ้านกะแอก
วัดสระดอกเกษ
วัดโนนสัง
วัดโนนกาเล็น
